Term,Group,Course,Age,Gender,Written_narrative_unfiltered
S22,PFG,SPA 3,18,Female,"Jake está un estudiante en UC Davis y ello decidió a estudiar en Argentina por un trimestre. En el avión de Argentian Jake habló con Agustín. Agustín era de Argentina y está un trimestre en Davis por el programa de intercambio. Agustín dio a Jake muchas recomendaciones de escalada o restaurantes. Jake vive con la familia de Antonio y Celia. Antonio y Celia tienen dos hijos, Benjamin y Roberta. Cuando Jake está en Argentina, se da cuenta de que en su maleta está Agustins y la maleta no está Jake. Jake no tiene su ropa y tuve comprar ropa con Benjamin. Jake exploraba la ciudad de Mendoza y aprendió mucho por los bailes y la edificios y la comida. Cuando Jake comió en un restaurante, Jake reconoció al mozo con una foto de Agustin. Jake fue a mirar a Agustin y habla con Tomas porque Jake pensaba que la casa de Tomas es la casa de Agustin. Tomas invitó a Jake a un asado. Jake fue a el asado y después del asado Jake, Tomas y los amigos fueron a la discoteca. Todos bailaron por muchas horas pero Jake está muy cansado. Después de la fiesta, Jake quiere dormir. Jake duerme por menos horas y fue a jugar fútbol. El estadio está muy ruidoso y tiene muchas personas. Jake quiere un deber de alcohol pero el vendedor ambulante no puede darle a Jake. Cuando jake está en el jugar, Jose, el mozo de el restaurante invita a Facebook. Después de el jugar, Agustin contacto Jake y los dos pudieron intercambiarse las maletas. 
"
S22,PFG,SPA 3,20,Female,"Jake decide pasar un trimestre en el extranjero, en Argentina, y conoce a los miembros de su familia que viven allí. Mientras disfruta de la cultura, se da cuenta de que su maleta ha sido cambiada por la de su compañero de asiento, Agustín. Sale de fiesta, come en restaurantes y vive partidos de fútbol en los que no puede beber. Finalmente, conoce al ex novio de Agustín y puede intentar averiguar cómo contactar con él. Al final Agustín se encuentra con Jake y le devuelve la maleta. Él y Juan también se plantean volver a estar juntos. "
S22,PFG,SPA 3,20,Male,"Un chico llamado Jake se va a estudiar al extranjero en Argentina por un trimestre. Vuela a argentina y se va a quedar con una familia allá. cuando llega pierde su maleta en el aeropuerto. en cambio, toma la maleta de otra persona y tiene que ir a buscarla para recuperar su ropa. Mientras va a buscar su maleta también explora mucha Argentina y se entera de su cultura. Conoce gente nueva, sale con ellos y come."
S22,PFG,SPA 3,20,Female,Jake estudiar en Argentina por un semestre. El hombre comió mucha comida y exploró la cultura. Festejó y se fue a bailar. 
S22,PFG,SPA 3,21,Male,"It is about a student who speaks spanish and english who decides to go on a quarter abroad to argentina. He originally is a UC davis student, but he decides to go abroad and meet new people. He gets on the plane and meets the people who he will be staying with. Throughout his trip, he makes new friends, learns new kinds of foods and new vocabulary, and travels to many different events. Some nights he goes to the bowling alley, some nights to the club to dance, and other times to soccer games with his friends. "
S22,PFG,SPA 3,19,Female,"En la lectura de este trimestre, leemos el trimestre en el extranjero en Argentina. Se trataba de un chico llamado Jake que se fue a estudiar al extranjero a Argentina con una familia. Aprendió sobre diferentes comidas y cultura. También se divirtió mientras estuvo allí e hizo nuevos amigos. También hizo el ridículo en el juego. También fue a jugar bolos con sus amigos y probó comida nueva."
S22,PFG,SPA 3,20,Female,"Jake fue a Argentina a estudiar en el abroad para la universidad. Jake conoció a un chico llamado Agustín. Jake y Agustín se llevaron las maletas otros por accidente, y Jake necessitaba encontrar Agustín y Jake necessitaba conseguir su maleta y necessitaba dar Agustín su maleta. Jake conoció muchas personas en Argentina y fue a muchos lugares interesantes en la ciudad. En la final, Jake encontró Agustín y ellos intercambiaron maletas."
S22,PFG,SPA 3,20,Male,"El libro trataba sobre tomas siendo un estudiante de intercambio en Argentina donde conoció a múltiples personas que se quedaron a su lado durante todo el programa de estudio a bordo en la escuela y mientras pasaba por el programa aprendía la rica cultura del país con varias comidas, bebidas, tradiciones y reglas en la ciudad, y el dilecto y la jerga que es diferente en los Estados Unidos, PERO también tuvo que lidiar con la pérdida de su maleta en múltiples ocasiones
"
S22,PFG,SPA 3,18,Female,"Jake, el personaje principal ha estudiado en el extranjero en Argentina. Cuando estuvo en este planeta conoció a un chico llamado Augustin donde habían hablado de dónde son. Cuando aterrizó, Jake se dio cuenta de que había cambiado su equipaje con Augustin. Intentando encontrar su equipaje, Jake había hecho muchos amigos en el camino. Había ido a un partido de fútbol y bailado tango con estos nuevos amigos."
S22,PFG,SPA 3,20,Male,"Un joven estudiante de la UC Davis se fue de viaje al extranjero y lo pasó bien. Sin embargo, mientras estaba allí, perdió su maleta. Así, a lo largo de la lectura, se trata de su experiencia en Argentina y de su intento de encontrar su maleta."
S22,PFG,SPA 3,22,Male,El libro trataba sobre un estudiante que viajó a argentina. se reunió con su familia e hizo diferentes actividades con ellos.
S22,PFG,SPA 3,21,Female,"Un chico llamado Jake decide estudiar abroad en Argentina. En el aeropuerto se recibe la wrong maleta. El hace amigos que lo ayudan. Va a bailar, a fiestas y un partido de fútbol. Al finalmente finds su maleta. No se hace ningún estudio."
S22,PFG,SPA 3,21,Male,"La protagonista, Jake, es un estudiante de UC Davis. Él dicidó a estudiar en Argentina. El libro describó las experiencias de Jake y sus amigos nuevos. La problema más significa de la trama es Jake y su amigo Augustín intercambiaron sus maletas. Cuando las maletas fueron intercambiados, Jake y Augustín no sabían el uno al otro. Ellos se encontraron en Facebook y reunirse para intercambio maletas. También, Jake lo hizo muchos actividades con sus nuevos amigos en Argentina. Por ejemplo, fue a un juego de fútbol y comió a un asado."
S22,PFG,SPA 3,19,Female,"El libro es sobre un hombre llamado Jake. Va a Argentina para hacer un programa de estudios en el extranjero. Cuando llega a Argentina, conoce a una familia con la que vive. Pero tiene la maleta de otra persona llamada Juan. Conoció a Juan en el avión a Argentina. Había hablando mucho con Juan sobre Argentina y Davis. Trata de encontrarlo pero no puede encontrar. Sin embargo, conoce a un grupo de personas con las que se hace amigos. Va a bailar con sus nuevos amigos. También, va a un partido de fútbol con los amigos. Al final, encuentra a Juan y puede recuperar su maleta. "
S22,PFG,SPA 3,20,Male,"En la estoria se llama un quarto abroad en argenina, un hombre se llamo, Jake lleguo a Argentino para estudiar en Mendoza. Mendoza es una ciudad my rica en historia y culture. La estoria empezo con Jake estaba hablando con una amiga y ella estaba dejando a jake sobre las bailes y la cultura de otras paises. Jake le encantaba las bailes como tango y seviallanas. y decidio a viajar a Argentina para tener clases en espanol. la malete de jake estaba perdido, cuando un hombre se llamaba Agustin estaba hablando a jake y ellos intercambieron sus maletas. Hace dos dias, jake encontro a Un hombre se llamaba Juan en una restaurante en Mendoza. Juan y Augistin estaban novios hace mucho tiempo, y Juan no queria hablar con el. Jake concocia a muchos amigos en Mendoza y iba a muchos actitivades. Jake fue a una asado, a un partido de futbol, y a muchos discotecas para bailar con la musica reggaton. Jake estaba muy sorpresando cuando la gente no le gustaba la musica tango y seviallas y ellos llamaran a jake un ""viejo."" Jake aprendio muchos phrases y palabras nuevas, como se dice differentes en Argentina. Las palabras y frases eran muy differente que los que jake aprendia en espanol en UC Davis. El el final de la estoria, Jake encontro a su maleta y Agustin y Juna son novias de nuevio. Todo estaba bien y Jake esta llorando con una lata de ""Mantequilla de cacahuete."" que Agustin dio a el. "
S22,PFG,SPA 3,21,Male,"En este libro, el protagonista Jake visita familia en Argentina por un cuarto. En este viaje, Jake conocido muchos amigos como Agustin, Juan, etc etc. Jake tenido un bien tiempo y mucho estres porque sus equipaje desapareció. Mi memoria es no bien y yo no recuerdo más de la trama. "
S22,PFG,SPA 3,20,Male,"En esta lectura, Jake es un estudiante que estudia en UC Davis. Él consigue una oportunidad para estudiar en Argentina por un quarter, y se tomála. Después llegando al aeropuerto en Argentina, la maleta de Jake había cambiada con una de otra persona. Esa persona se llama Agustín. Jake no puso ubicarse, entonces compró más ropa. Cuando estaba en Argentina, él tenía un choque cultural. Había muchas comidas diferentes y reglas diferentes. Al fin de la lectura, Agustín se ubicó Jake y ellos trade sus maletas.  "
S22,PFG,SPA 3,20,Male,el libro era sobre un chico que hizo un trimestre en el extranjero en argentina. Fue muy divertido de leer y aprendí muchas palabras nuevas. El chico del libro escribía a su azada y también hacía nuevos amigos en Argentina.
S22,PFG,SPA 3,21,Male,Jake goes abroad and experiences a new culture
S22,PFG,SPA 3,22,Male,"Un niño visitó mendoza e hizo algunos amigos. Perdió su maleta, que lo mandó por toda Argentina."
S22,PFG,SPA 3,18,Male,Es sobre un hombre en Argentina.
S22,PFG,SPA 3,19,Male,I was told to skip this section. 
S22,PFG,SPA 3,18,Non-binary / third gender,n/a
S22,PFG,SPA 3,19,Male,jhjfhjdfhbjdfhbjdfhbjfbhjfdhbjfdhbjfdhjbfdhbjfdbhjfdhjbfdhbjfdhjbfdhbjfdhjbdfhjbdfhbjdfhbjdfhjb
S22,PFG,SPA 3,21,Male,"El libro es sobre un chico llamado Jake. Es un estudiante de la UC Davis y quiere ir al extranjero, a Argentina.  Durante su viaje en avión a Argentina, conoce a un amigo en el avión llamado Agustín. Después del avión, Jake se dio cuenta de que había perdido su maleta. Jake tenía la maleta de Agustín y Agustín tenía la maleta de Jake. Vive con una familia Argentina y disfruta de su cultura. Jake aprende cosas únicas sobre Argentina. Por ejemplo, no venden alcohol durante los eventos deportivos. También va a la boliche con unos amigos que conoció en Argentina. Dice que en la bolera ponen música de reggatón. Quiere encontrar a Agustín y recuperar su maleta. Jake se encuentra con el amigo de Agustín, Juan, que le dijo a Jake dónde vive Agustín. Antes de ir a la casa de Agustín, Jake va a una barbacoa con sus amigos en Argentina. Ellos le presentan el choripán y otras cosas que sólo hay en Argentina. Al final del libro, Jake finalmente encuentra a Agustín y recupera su maleta. "
S22,PFG,SPA 3,19,Female,"Un estudiante va a un viajo a Mendoza, Argentina para la programa de Study Abroad. Él perdió su maleta en el aeropuerto porque tomó la maleta de Agostín. Cuando llegó en Mendoza, buscaba para Agostín y conoció muchos amigos. Él fue a un club y un partido de fútbol con sus amigos. Finalmente, él encontró a Agostín y lo conoció en un restaurante para obtener su maleta. Pero, él tomó la maleta incorrecto otra vez. "
S22,PFG,SPA 3,20,Male,the plot of the book is that a student from UC Davis goes to argentina and explores the country. he lives with a family and spends time meeting new people in the country. he makes friends and goes to soccer games and enjoys the new food. he looses his bag and he meets up with the person that has his bag and switches bag with them and they become friends. 
S22,PFG,SPA 3,20,Female,"Jake pudo estudiar en el extranjero, en Argentina. En el avión conoció a un amigo llamado Agustín. Al llegar a Argentina, se dio cuenta de que había cambiado accidentalmente las maletas con Agustín. La historia sigue a Jake en Argentina mientras intenta encontrar a Agustín para recuperar su maleta."
S22,PFG,SPA 3,18,Female,"The book was about Agustin, Nico, and other people spending their quarter in Argentina."
S22,PFG,SPA 3,21,Female,"A student from UC Davis did study abroad in Argentina. Upon going there, he switched suitcases with one of his classmates and went on a mission to switch suitcases back. "
S22,PFG,SPA 3,21,Male,Un estudiante universitario tiene la oportunidad de viajar a una ciudad extranjera para poder experimentar una cultura nueva y apasionante.
S22,PFG,SPA 3,18,Female,un niño fue a Argentina para escuela y aprender español. Él viví con una famila. fueron a el disco y vieron fútbol.
S22,PFG,SPA 3,18,Female,No te recueradas el nombres de la personas en el libro pero el libro era bastante bueno. Recuerdo que siempre iban comer y viajar. 
S22,PFG,SPA 3,20,Non-binary / third gender,"The book detailed the travels of a student and how he interacted with others on his quarter abroad. At one point he lost his luggage while traveling at the airport, in fact there are many moments like this that almost have a comedic timing. I found that the story was kind of hard to follow plot wise, so it’s hard to remember specific plot points from the story right now.  "
S22,PFG,SPA 3,22,Male,"A quarter abroad is about learning the culture of a foreign country. We learn about the food that they eat in Argentina and also lingo that they use. We also learn what type of activities one can do if they visited Argentina such diving, mountain climbing and also biking. Another thing we learned is also how they dress and the music that they listen to in the countries we talk about. "
S22,PFG,SPA 3,19,Female,el libro trataba sobre un niño que fue a UC Davis y que estaba visitando a una familia en Argentina. accidentalmente tenía una maleta que no era suya. Se dio cuenta de que otra persona tenía su maleta y fue a buscarlo. Encontró a su ex novio y a otras personas que lo ayudaron. finalmente encontró al hombre y recuperó su maleta.
S22,PFG,SPA 3,18,Female,"En ""Quarter Abroad en Argentina"" un libro es sobre un hombre partida a Argentina. Un hombre conocer su amigos. El bebe y come con su amigos. Un hombre visitar Argentina durante un Quarter. También, un hombre aprender español en Argentina. Un hombre es muy cómico, y generoso y simpatico. Me gusta un hombre en ""Quarter Abroad en Argentina."" "
S22,PFG,SPA 3,21,Female,"Un chico llevó a Argentina para una programa de escuela con UC Davis. Había unas problemas con su maleta y necesitaban encontrar a una persona que tenía su maleta. Descubrió nuevas amigas y hacía nuevas cosas como bailar. El chico durmió en un Taxi y comían muchas comidas diferentes de Argentina. También hablaba con otras personas sobre las diferencias en Argentina y Los Estados Unidos. Por ejemplo, no vendieron alcohol a los juegos de beisbol en Argentina como en Los Estados Unidos. Las personas en Argentina hablaban sobre el Tango y varias bailes. Cuando uno de los chicos durmió en el Taxi, el otros fueron a una discoteca. Facebook fue muy util para las personas a comunicar y tener amigos."
S22,PFG,SPA 3,19,Male,"Jake va a pasar un cuarto estudiando en Argentina. Jake va a pasar un cuarto estudiando en Argentina. Jake aprende muchas auduanas argentinas durante su estudio en Argentina. Jake visita un partido de fútbol, va a una fiesta y visita restaurantes. A Jake le ofrecen alcohol, pero no lo bebe porque es demasiado joven. Jake encuentra a la persona que tomó su maleta y la recupera con la ayuda de sus amigos.



"
S22,PFG,SPA 3,19,Male,"La historia trata de un niño de Davis llamado Jake que quiere viajar a Argentina para aprender el idioma y explorar el país, y comienza a aprender español de su amiga Irene. Pronto, él entiende mucho español, encuentra una familia en Argentina, y viaja allí para un cuarto escolar en el extranjero. En el avión, se encuentra con un niño llamado Agustín que le habla en español, pero algunas palabras son diferentes en Argentina que en otros países españoles. Sin embargo, cuando se sale del avión, Jake se da cuenta de que mezcló sus bolsas, y ahora tiene una bolsa de agustins mientras que Agustín tiene su maleta. Jake viaja por todo el país para encontrar su bolsa, obtener ayuda de su familia, conocer a Agustins ex-novio, y conocer a una familia aleatoria de personas que lanzan una fiesta con él. Van a un club y Jake también va a un partido de fútbol, donde finalmente descubre dónde está Agustín. Él lo hace amigo en Facebook y va a conocerlo, y finalmente cambian de bolsa. Agustin incluso terminó con su novio, y Jake puede finalmente disfrutar de su viaje a Argentina sin preocuparse por su bolsa. Jake también era un gran fanático del baile y quería aprender diferentes bailes argentinos. Una de ellas se llamaba las sevillanas, de las que agustín le hablaba. Finalmente, Jake aprendió que muchas palabras en español significan cosas diferentes en diferentes países debido a la jerga, como club en español argentino que significa disco en otro español."
S22,PFG,SPA 3,19,Female,Hay un estudiante estudiar en el extranjero en Argentina. Él pierde su maleta en Argentina. Él trata que encontrar su maleta. Él siente la cultura de Argentina mientras buscar su maleta. 
S22,PFG,SPA 3,19,Male,"Este libro describe un estudiante viajó de Argentina. Y en su viaje, él conoció mucho persona diferente. Y en al principio, se encontró con la primera persona en el avión y tomaron la maleta del otro. Y en el siguiente capítulo, se puso a buscar su maleta y pasaron muchas cosas. "
S22,PFG,SPA 3,18,Prefer not to say,"Jake es un estudiante de UC Davis que va a estudiar en Argentina. Mientras está en el avión, conoce a un otro estudiante, Agustín, quien ha terminado su estudio al extranjero en los Estados Unidos y está regresando a su hogar en Argentina. Las valijas de los chicos están intercambiadas, y Jake necesita encontrar Agustín y su valija otra vez. Al mismo tiempo, Jake experimenta la cultura de Mendoza, Argentina."
S22,PFG,SPA 3,19,Non-binary / third gender,"El libro ""Quarter Abroad en Argentina"" es sobre un estudiante de UC Davis se llama Jake. Jake viajó a Argentina por un cuarto en el extranjero, de un programa de su universidad. Él se preparó para viajar con sus parientes y su amigo. Cuando Jake llegó en Argentina, él fue recibido por su familia anfitriona, y perdió su maleta. Cuando él buscó su maleta, él encontró un hombre que conoció la persona que tenía la maleta de Jake. Jake hizo amigos nuevos, y ellos fueron a una discoteca. Ellos asistieron a un partido de fútbol también. Jake finalmente encontró su maleta. "
S22,PFG,SPA 3,19,Female,El libro sobre un nino llamado Jake. Se fue al extranjero en Argentina pero cuando llegó al aeropuerto perdió su equipaje y lo confundió con otra persona maleta. Hizo nuevos amigos en Argentina y aprendieron sobre su cultura. llegó a probar diferentes platos argentinos.
S22,PFG,SPA 3,18,Female,"Un estudiante de universidad llamado Jake, va a un viaje de estudios extranjero en Argentina. Mientras está en el plano, conoce a un estudiante llamado Agustin, que también va a UC Davis y los dos hablan mucho. Jake está emocionado por su viaje, sin embargo, cuando va a recoger su maleta,  se lleva la maleta de Agustin. Cuando Jake se da cuento de esto, va a ir un viaje para encontrar su maleta correcta. Jake viajó por la cuidad en Argentina para encontrar a Agustin y hizo algunas amigos en el camino. Primero, Jake fue a un restaurante en una de las fotos de Agustín que estaba en la maleta. Aquí, conoció a un mesero que había sido el novio de Agustin, pero se separaron y no se hablan en muchos años. Sin embargo, le dio la dirección de Agustin a Jake. Sin embargo, cuando llegó a Jake, no encontró a Agustin, sino que encontró a otros pibes. Jake rápidamente se hizo amigos de ellos y el día que se conocieron, fue a una parrillada con ellos y después de la parrillada, fueron a un club. Al día siguiente, todos fueron a un partido de fútbol en el que Jake accidentalmente gritó por el otro equipo. Después del partido, Jake recibió un mensaje del mesero del restaurante, diciendo que encontró a Agustin. Jake volvió al restaurante y finalmente encontró a Agustin y su maleta. Después de hablar un rato, Jake salió del restaurante. Sin embargo, cuando regresó a casa, se dio cuenta de que habían cambiado las maletas otra vez."
S22,PFG,SPA 3,18,Female,"This book talks about a UC Davis student named Jake were interested in a international learning plan to Argentina, so he joined the international study plan. While in the flight to Argentina he get the wrong suitcase with another students named Agustín. After he arrive to Argentina his home stay family we’re very nice and they help him to adapt the new environment. After knowing that he lost his suitcase they also participate and trying to find solution to help him to get the suitcase back. Jake star to finding Agustín in Argentina without knowing any contact information Jake make new friends while went to the old home address of Agustín. Throughout the finding process of Agustín Jake made new friends and having new experience in Argentina, such as he have a great Argentina style barbecue and went to the bar with his new friend during midnight. Also he went to see a soccer race , while doing this Jake also learning Spanish. At the end Jake finally find Agustín though Agustín’s girlfriend and exchange back the suitcase, but after arriving home he realized he had the wrong suitcase again."
S22,PFG,SPA 3,18,Male,"El libro trata sobre la excursión de Jake a Argentina. Jake estudiaba español hace dos años cuando Irene, su compañera española, empezó a vivir con él. A Irene le gusta practicar español con Jake. A veces, Irene habla por skype con su familia, y Jake habla con ellos también. Jake quiere practicar su español en un lugar de habla hispana. Ha mirado sus opciones y le interesó mucho el programa de Study Abroad en Argentina. Unos días después llega el día en que parte para Argentina. Jake estaba muy emocionado. Jake habla con una persona que él conoció en el avión. El se llama Augustin. Luego, cuando Jake busca la maleta, él coge una maleta que piensa es suya. En el apartamento de la familia de Irene, Jake descubre que la maleta no es suya. Es la maleta de Augustin, pero Jake no sabe dónde está Augustin. Jake busca en la maleta, y encuentra una foto de Augustin y un hombre que no sabe. Jake busca al hombre, y descubre que el hombre es un ex novio de Augustin. El hombre no sabe dónde está Augustin, pero invita a Jake a una fiesta con amigos. Jake pasó tiempo con sus nuevos amigos, y comió nuevas comidas. Después de la fiesta, el grupo viajó a un club, pero Jake piensa que es demasiado tarde para otra fiesta.. Un día después, Jake y sus nuevos amigos fueron a un partido de fútbol. Jake no sabe a qué equipo apoyar, y aplausos para el equipo equivocado. "
S22,PFG,SPA 3,19,Female,"En esta historia, Jake va a Argentina a estudiar en el extranjero desde su escuela.  Conoce a muchos amigos y familiares como Tomás, Silvia, Sofía, Nico, Juan, Benjamín y más.  Se queda en Mendoza, Argentina."
S22,PFG,SPA 3,20,Female,"Quarter Abroad en Argentina was about a Uc Davis student who was spending a quarter in Mendoza Argentina. He enrolled himself into an exchange student program it was something he always wanted to do and he got the opportunity to do it so he did. It was Jake's first time out of the country; he had never left the United States before. He arrived in Argentina and he had his lunge with another person who was on his flight his name was Agustín.He had to ask the family he was staying with to borrow some clothes to sleep in and a toothbrush as well.  He met the family who he was going to be staying with in Benjamín and took Jake to go visit Mendoza. He took Jake to buy some clothes from the mall since he was lost. His lunge had everything and all his stuff was gone he was in a different city with no lunge. He also showed Jake places in Mendonza. Jake was very impressed with seeing the city. It was crazy how Jake found the person who had his lunge on accident. The waiter from the restaurant Benjamin took him to get something to eat, knew Agustín the guy who had Jake's lunge. His waiter name was Juan and they exchanged information, Juan and Agustín were dating but broke up. Jake goes on this adventure trying to find Augustín and Jake ends up making Agustín his friend, They all become friends. Jake ends up having a bigger friend group because of Agustín. Jake has been to soccer games, he has tried new foods, been to new places in Mendoza. 
"
S22,PFG,SPA 3,22,Non-binary / third gender,"Este libro es una historia de un estudiante que se llama Jake. En el empezado del libro, Jake ya había estudiado algún español, pero Jake quería aprender más español. Así, Jake quiso viajar a un país que habla español. Decidió viajar a Argentina. En el avión, Jake conoció a Agustin. Agustin mencionó que es un estudiante también. Entonces, Jake llegó al aeropuerto y sin querer tomó la maleta de Agustin. Jake se conoció la familia de Argentina. Primer, se conoció a Antonio y Irene, entonces se conoció a Benjamin y Roberta. Durante la historia Jake trataba a encontrar un camino para contactar con Agustin para obtener su maleta y devolver la maleta de Agustin. Durante el viaje , Jake, Miguel, Esteban, Sofia, y Nico, salieron a algunos luegos. Fueron a un restaurante y un boliche. "
S22,PFG,SPA 3,19,Female,A boy goes on a trip to Argentina and he notices that he switched his suitcase with another person. He's with a family in Argentina and is able to get things to sleep such as a tooth brush and clothes. He meets many people. 
S22,PFG,SPA 3,21,Female,"Jake went on a study abroad trip to Spain and the book explores all of his adventures losing his suitcase, meeting new people, and going to games. "
S22,PFG,SPA 3,19,Female,"Jake goes on a study abroad trip to Argentina, but loses his bag. He is able to find his way back to his suit case, but along the way he finds friends and is able to reunite Augustin with his boyfriend (Juan). "
S22,PFG,SPA 3,21,Male,"Jake is a student at UC Davis who is about to embark on a study abroad type trip to Argentina. A lot happens along the way including him losing his wallet, and making friends with the guy who's wallet it is. In the end however, it ends up being a successful study abroad trip for Jake."
S22,PFG,SPA 3,21,Female,Jake wants to study abroad in Argentina. When he gets there he finds out he took the wrong suitcase at the airport and needs to find Augustín to exchange them. He meets his host family and some new friends while trying to find his suitcase. He goes to a club with his new friends and then a soccer game. Then Augustín finds him on Facebook through the waiter Juan that Jake met and they get their suitcases back. 
S22,PFG,SPA 3,20,Female,"Jake was going to Argentina for a summer abroad program. During his flight, he had an interaction with someone who was also from UC Davis. Unfortunately, he also got his luggage mixed up with Augustin. He soon finds out that his new friend in Argentina, Juan has dated Augustin and helps him find his luggage. Also while Jake spends time with Juan and his friends, he gets acquainted with the Argentinian culture and learns the difference between Argentinian and American culture. "
S22,PFG,SPA 3,20,Female,"Jake and Augustin study abroad in Argentina partially because they want to travel abroad to improve their Spanish. They meet friends such as Nico and Juan. They try new foods like choripan. At one point, they go to a football game and Jake tries to order a beer, but they do not sell beer at these games. He finds out that it is a soccer game, and other countries call it football. He is embarrassed because he accidentally cheers for the wrong time. When Jake and Augustin meet Juan, he shows them around a little bit. "
S22,PFG,SPA 3,21,Male,la historia es sobre un estudiante de uc davis que va a Quarter Abroad en Argentina en el extranjero y pierde su maleta y explora la cultura Argentina.
S22,PFG,SPA 3,21,Female,"This book was about Jake's adventures in Argentina. He is a student from UC Davis who goes to Study abroad in Argentina. On the plane he switches up his suitcase with Augustín, a boy who lives in Argentina. He meets his host family and a group of friends. With his friends he does many activities such as going to the club, doing a potluck style barbecue, and going to a soccer game, all the while trying to figure out where his suitcase is. At the end of the book, he finally connects with Agustín over Facebook and finds his suitcase."
S22,PFG,SPA 3,21,Female,"The story is about a group of people and their interaction with traveling. They have been at the airport, restaurants in Argentina, bowling, and other activities. Nico, Jake, and the others invite each other to different places to meet new people and have fun on their trips in various countries.  "
S22,PFG,SPA 3,20,Female,"Jake viaja a Argentina de Estados Unidos por un trimestre. Jake encontra con Agustín, un estudiante native de Argentina, y ellos son amigos. Jake partir algo cosas de la cultura de Estados Unidos y su passions, y Agustín dice algo cosas de la cultura en Argentina. En Argentina, Jake perdi su maleta y tiene la maleta de Agustín y Agustín tiene la maleta de Jake. Es un problem. Jake pase tiempo con Juan, qui es el ex novio de Agustín. Juan y su amigos jugar con Jake y ayudar Jake. Ellos tomar Jake a un jugar de soccer y una fiesta tambíen. A un restaurante de jugadores, Jake encontra a Agustín y los dos intercambiar sus aventuras y dar sus maleta.  "
S22,PFG,SPA 3,20,Female,"Jake va a Argintina para Abrod estudiar. Cuando Jake es en el avion, él mira el hombre, Agustín. Los hombres hablan juntos y cuando ellos salen el avion, Jake y Augstín mezcalar sus valijas. Cuando Jake es en su casa, él mira que la valija no es su. Despues miraba amigos, Agustin habla con Jake via FaceBook y da la valija de Jake para Jake."
S22,PFG,SPA 3,19,Male,se trataba de un chico llamado jake de uc davis y va a visitar argentina. en su camino hay muchos obstáculos que enfrenta.
S22,PFG,SPA 3,22,Male,"Jake is struggling about whether or not to go to Argentina but he decides to go because he wants to visit Mendoza, where his family is from. On the plane he meets someone from Mendoza who also goes to UC Davis, and they become friends. When they get there, he tries new foods and meets his family members who live there for the first time. On a trip, he gets lost when he gets the wrong address that his friend gave him. At that wrong address, he meets new friends who want to have a barbeque. They tell him to get food for it, but don't realize that he is thinking of an American barbeque. He gets ketchup and hamburgers, but they are planning on making Choripan. However, one girl there is excited to have the ketchup. He goes out with these new friends to a dance club and they have a lot of fun hanging out and dancing, but it is not the type of dancing that Jake knows about. On the taxi ride back he falls asleep because he is very tired. The next day, he goes to a soccer game with his new friends. He stands up and cheers for the wrong team when they score a goal and is very embarrassed, because he is wearing the colors of the team his friends support. Jake tries to buy a beer at the game but he cannot because they do not sell beer at soccer games in Argentina. After the game, he is invited to have a drink by Nico, one of his new friends. He finds out that his friend Augustin has just run into his old boyfriend Juan that he has not seen in over a year. Juan and Augustin have just started dating again."
S22,PFG,SPA 3,18,Female,"Jake fue a un quarter abroad con la escuela. Eso era mucho emocionado pero había mucho errores. En el avión el hacé un amigo que él hablé con. Pero, cuando ellos llegaron en el aeropuerto, Jake no tenía sus maletas. Es una problema grande para su vaccacion, pero él todavía tenía un divertido tiempo. Él le gusta explorar Argentina con sus pibes y su familia es símpactica. Él comí comida buena. En el fín, él tiene sus maletas. "
S22,PFG,SPA 3,20,Female,"En este libro Jake salió California a Argentina para un ""quarter abroad"". Pero, en el avión, un estudiante, se llama Agustín, tomó la maleta de Jake y Jake tomó la maleta de Agustín. Agustín no vive in el mismo lugar de Jake en Argentina, pero Jake conoció el anterior novio de Agustín. Por fin, Augustin y Jake intercambiar sus maletas. Por todo de tiempo Jake estaba en Argentina y no tiene su maleta, él pasaba su tiempo con otros amigos conocío en Argentino. El pasó tiempo ver jugares de football y comío muchos con sus amigos. Su comío comida tipicamente para Argentina que él no comío antes de visitaba Argentina como la choripan. "
S22,PFG,SPA 3,18,Female,"Jake quería participar en la programa de estudiar en Argentina así que él hizo todos para preparar y aplicar, y estuve aceptado. En el avión, concocío Agustin un estudiante de Argentina que estaba estudiando en UC Davis. Despues, Jake realizó que no tuve su propia maleta y las maletas de Agustin y Jake intercambiado. En Argentina, Jake concocío algunas amigas y fui a eventos divertidos con ellos. "
S22,PFG,SPA 3,21,Male,"Jake visitó Argentina en una program de “quarter abroad”. Cuando Jake era allí completó muchas actividades con Juan, Nico, y Agustín. Pero cuando Jake llegó el perdió su maleta y no tenía mucha ropa. Jake fue a un baile, un partido de fútbol, y un restaurante cuando era en Argentina. Jake llegó a el partido tarde pero veía mucho de él partido."
